ibt-071-1,2,0..1,Scheme identifier,147,,,,,
ibt-072,2,0..1,Actual delivery date,2023-10-18,,,,,
ibg-14,2,0..1,INVOICING PERIOD,,,,,,
ibt-073,3,0..1,Invoicing period start date,2023-10-18,,,,,
ibt-074,3,0..1,Invoicing period end date,2023-10-18,,,,,
ibg-15,2,0..1,DELIVER TO ADDRESS,,,,,,
ibt-075,3,0..1,Deliver to address line 1,北区,,,,,
ibt-076,3,0..1,Deliver to address line 2,北十二条西76-X,,,,,
ibt-165,3,0..1,Deliver to address line 3,Gate 15,,,,,
ibt-077,3,0..1,Deliver to city,札幌市,,,,,
ibt-078,3,0..1,Deliver to post code,10012,,,,,
ibt-079,3,0..1,Deliver to country subdivision,北海道,,,,,
ibt-080,3,1..1,Deliver to country code,JP,,,,,
ibg-16,1,0..n,PAYMENT INSTRUCTIONS,,,,,,
ibt-081,2,1..1,Payment means type code,30,,,,,
ibt-082,2,0..1,Payment means text,Credit transfer,,,,,
ibg-17,2,0..1,CREDIT TRANSFER,,,,,,
ibt-084,3,1..1,Payment account identifier,1234:567:1:3242394,,,,,
ibt-084-1,3,0..1,Scheme identifier,ZENGIN,,,,,
ibt-085,3,0..1,Payment account name,ｶ)ﾏﾙﾏﾙｼﾖｳｼﾞ,,,,,
ibg-20,1,0..n,DOCUMENT LEVEL ALLOWANCES,,,,,,
ibt-092,2,1..1,Document level allowance amount,179,,,,,
ibt-097,2,0..1,Document level allowance reason,値引,,,,,
ibt-098,2,0..1,Document level allowance reason code,95,,,,,
ibt-095,2,1..1,Document level allowance TAX category code,S,,,,,
ibt-096,2,0..1,Document level allowance TAX rate,10,,,,,
ibg-21,1,0..n,DOCUMENT LEVEL CHARGES,,,,,,
ibt-099,2,1..1,Document level charge amount,7679,,,,,
ibt-104,2,0..1,Document level charge reason,配送サービス,,,,,
ibt-105,2,0..1,Document level charge reason code,FC,,,,,
ibt-102,2,1..1,Document level charge TAX category code,S,,,,,
ibt-103,2,0..1,Document level charge TAX rate,10,,,,,
ibg-22,1,1..1,DOCUMENT TOTALS,,,,,,
ibt-106,2,1..1,Sum of Invoice line net amount,255990,,,,,
ibt-107,2,0..1,Sum of allowances on document level,179,,,,,
ibt-108,2,0..1,Sum of charges on document level,7679,,,,,
ibt-109,2,1..1,Invoice total amount without TAX,263490,,,,,
ibt-110,2,1..1,Invoice total TAX amount,26000,,,,,
ibt-112,2,1..1,Invoice total amount with TAX,289490,,,,,
ibt-113,2,0..1,Paid amount,0,,,,,
ibt-114,2,0..1,Rounding amount,0,,,,,
ibt-115,2,1..1,Amount due for payment,289490,,,,,
ibg-23,1,1..n,TAX BREAKDOWN,,,,,,
ibt-116,2,1..1,TAX category taxable amount,,260000,3490,,,
ibt-117,2,1..1,TAX category tax amount,,26000,0,,,
ibt-118,2,1..1,TAX category code,,S,E,,,
ibt-119,2,0..1,TAX category rate,,10,0,,,
ibg-25,1,1..n,INVOICE LINE,,,,,,
ibt-126,2,1..1,Invoice line identifier,,,,1,2,3
ibt-127,2,0..1,Invoice line note,,,,The equipment has 3 year warranty.,,
ibt-128,2,0..1,Invoice line object identifier,,,,AB-123,,
ibt-128-1,3,0..1,Scheme identifier,,,,ABZ,,
ibt-129,2,1..1,Invoiced quantity,,,,5,5,10
ibt-130,2,1..1,Invoiced quantity unit of measure code,,,,H87,H87,H87
ibt-131,2,1..1,Invoice line net amount,,,,250000,2500,3490
ibt-183,2,0..1,Purchase order reference,,,,1,,
ibt-132,2,0..1,Referenced purchase order line reference,,,,1,,
ibt-184,2,0..1,Despatch advice reference,,,,789,,
ibt-133,2,0..1,Invoice line Buyer accounting reference,,,,Cost id 654,,
ibg-26,2,0..1,INVOICE LINE PERIOD,,,,,,
ibt-134,3,0..1,Invoice line period start date,,,,2023-10-18,2023-10-18,2023-10-18
ibt-135,3,0..1,Invoice line period end date,,,,2023-10-18,2023-10-18,2023-10-18
ibg-27,2,0..n,INVOICE LINE ALLOWANCES,,,,,,
ibt-136,3,1..1,Invoice line allowance amount,,,,1500,,
ibt-139,3,0..1,Invoice line allowance reason,,,,値引,,
ibt-140,3,0..1,Invoice line allowance reason code,,,,95,,
ibg-28,2,0..n,INVOICE LINE CHARGES,,,,,,
ibt-141,3,1..1,Invoice line charge amount,,,,1500,,
ibt-144,3,0..1,Invoice line charge reason,,,,クリーニング,,
ibt-145,3,0..1,Invoice line charge reason code,,,,CG,,
ibg-29,2,1..1,PRICE DETAILS,,,,,,
ibt-146,3,1..1,Item net price,,,,50000,500,349
ibt-147,3,0..1,Item price discount,,,,,100,
ibt-148,3,0..1,Item gross price,,,,,600,
ibt-149,3,0..1,Item price base quantity,,,,1,1,1
ibt-150,3,0..1,Item price base quantity unit of measure code,,,,H87,H87,H87
ibg-30,2,1..n,LINE TAX INFORMATION,,,,,,
ibt-151,3,1..1,Invoiced item TAX category code,,,,S,S,E
ibt-152,3,0..1,Invoiced item TAX rate,,,,10,10,0
ibt-167,3,0..1,Tax Scheme,,,,VAT,VAT,VAT
ibg-31,2,1..1,ITEM INFORMATION,,,,,,
ibt-153,3,1..1,Item name,,,,デスクチェア,コピー用紙（A4）,検定済教科書(算数)
ibt-155,3,0..1,Item Seller's identifier,,,,97iugug876,Item3,
ibt-156,3,0..1,Item Buyer's identifier,,,,b-13214,,
ibt-157,3,0..1,Item standard identifier,,,,4503994155481,1234567890121,
ibt-158,3,0..n,Item classification identifier,,,,86776,43211503,
ibt-159,3,0..1,Item country of origin,,,,JP,,
ibg-32,3,0..n,ITEM ATTRIBUTES,,,,,,
ibt-160,4,1..1,Item attribute name,,,,表示単位名称,表示単位名称,表示単位名称
ibt-161,4,1..1,Item attribute value,,,,脚,冊,冊
