Syn Sort,XPath,level,ref,datatype,occurrence
1380,/Invoice/cac:OrderReference/cbc:OrderTypeCode,2,cbc:OrderTypeCode,Code,0..1
1390,/Invoice/cac:OrderReference/cac:DocumentReference,2,cac:DocumentReference,DocumentReferenceType,0..1
1400,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:ID,3,cbc:ID,Identifier,1..1
1410,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:CopyIndicator,3,cbc:CopyIndicator,Indicator,0..1
1420,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:UUID,3,cbc:UUID,Identifier,0..1
1430,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:IssueDate,3,cbc:IssueDate,Date,0..1
1440,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:IssueTime,3,cbc:IssueTime,Time,0..1
1450,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:DocumentTypeCode,3,cbc:DocumentTypeCode,Code,0..1
1460,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:DocumentType,3,cbc:DocumentType,Text,0..1
1470,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:XPath,3,cbc:XPath,Text,0..n
1480,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:LanguageID,3,cbc:LanguageID,Identifier,0..1
1490,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:LocaleCode,3,cbc:LocaleCode,Code,0..1
1500,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:VersionID,3,cbc:VersionID,Identifier,0..1
1510,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:DocumentStatusCode,3,cbc:DocumentStatusCode,Code,0..1
1520,/Invoice/cac:OrderReference/cac:DocumentReference/cbc:DocumentDescription,3,cbc:DocumentDescription,Text,0..n
1530,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment,3,cac:Attachment,AttachmentType,0..1
1540,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cbc:EmbeddedDocumentBinaryObject,4,cbc:EmbeddedDocumentBinaryObject,BinaryObject,0..1
1550,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference,4,cac:ExternalReference,ExternalReferenceType,0..1
1560,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:URI,5,cbc:URI,Identifier,0..1
1570,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:DocumentHash,5,cbc:DocumentHash,Text,0..1
1580,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:HashAlgorithmMethod,5,cbc:HashAlgorithmMethod,Text,0..1
1590,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryDate,5,cbc:ExpiryDate,Date,0..1
1600,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:ExpiryTime,5,cbc:ExpiryTime,Time,0..1
1610,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:MimeCode,5,cbc:MimeCode,Code,0..1
1620,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:FormatCode,5,cbc:FormatCode,Code,0..1
1630,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:EncodingCode,5,cbc:EncodingCode,Code,0..1
1640,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:CharacterSetCode,5,cbc:CharacterSetCode,Code,0..1
1650,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:FileName,5,cbc:FileName,Name,0..1
1660,/Invoice/cac:OrderReference/cac:DocumentReference/cac:Attachment/cac:ExternalReference/cbc:Description,5,cbc:Description,Text,0..n
1670,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod,3,cac:ValidityPeriod,PeriodType,0..1
1680,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:StartDate,4,cbc:StartDate,Date,0..1
1690,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:StartTime,4,cbc:StartTime,Time,0..1
1700,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:EndDate,4,cbc:EndDate,Date,0..1
1710,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:EndTime,4,cbc:EndTime,Time,0..1
1720,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:DurationMeasure,4,cbc:DurationMeasure,Measure,0..1
1730,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:DescriptionCode,4,cbc:DescriptionCode,Code,0..n
1740,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ValidityPeriod/cbc:Description,4,cbc:Description,Text,0..n
1750,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty,3,cac:IssuerParty,PartyType,0..1
1760,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:MarkCareIndicator,4,cbc:MarkCareIndicator,Indicator,0..1
1770,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:MarkAttentionIndicator,4,cbc:MarkAttentionIndicator,Indicator,0..1
1780,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:WebsiteURI,4,cbc:WebsiteURI,Identifier,0..1
1790,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:LogoReferenceID,4,cbc:LogoReferenceID,Identifier,0..1
1800,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:EndpointID,4,cbc:EndpointID,Identifier,0..1
1810,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cbc:IndustryClassificationCode,4,cbc:IndustryClassificationCode,Code,0..1
1820,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyIdentification,4,cac:PartyIdentification,PartyIdentificationType,0..n
1830,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyIdentification/cbc:ID,5,cbc:ID,Identifier,1..1
1840,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyName,4,cac:PartyName,PartyNameType,0..n
1850,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyName/cbc:Name,5,cbc:Name,Name,1..1
1860,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language,4,cac:Language,LanguageType,0..1
1870,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language/cbc:ID,5,cbc:ID,Identifier,0..1
1880,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language/cbc:Name,5,cbc:Name,Name,0..1
1890,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Language/cbc:LocaleCode,5,cbc:LocaleCode,Code,0..1
1900,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress,4,cac:PostalAddress,AddressType,0..1
1910,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:ID,5,cbc:ID,Identifier,0..1
1920,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressTypeCode,5,cbc:AddressTypeCode,Code,0..1
1930,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AddressFormatCode,5,cbc:AddressFormatCode,Code,0..1
1940,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Postbox,5,cbc:Postbox,Text,0..1
1950,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Floor,5,cbc:Floor,Text,0..1
1960,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Room,5,cbc:Room,Text,0..1
1970,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:StreetName,5,cbc:StreetName,Name,0..1
1980,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:AdditionalStreetName,5,cbc:AdditionalStreetName,Name,0..1
1990,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BlockName,5,cbc:BlockName,Name,0..1
2000,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingName,5,cbc:BuildingName,Name,0..1
2010,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:BuildingNumber,5,cbc:BuildingNumber,Text,0..1
2020,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:InhouseMail,5,cbc:InhouseMail,Text,0..1
2030,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Department,5,cbc:Department,Text,0..1
2040,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkAttention,5,cbc:MarkAttention,Text,0..1
2050,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:MarkCare,5,cbc:MarkCare,Text,0..1
2060,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PlotIdentification,5,cbc:PlotIdentification,Text,0..1
2070,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CitySubdivisionName,5,cbc:CitySubdivisionName,Name,0..1
2080,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CityName,5,cbc:CityName,Name,0..1
2090,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:PostalZone,5,cbc:PostalZone,Text,0..1
2100,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentity,5,cbc:CountrySubentity,Text,0..1
2110,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:CountrySubentityCode,5,cbc:CountrySubentityCode,Code,0..1
2120,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:Region,5,cbc:Region,Text,0..1
2130,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:District,5,cbc:District,Text,0..1
2140,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cbc:TimezoneOffset,5,cbc:TimezoneOffset,Text,0..1
2150,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cac:AddressLine,5,cac:AddressLine,AddressLineType,0..n
2160,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cac:Country,5,cac:Country,CountryType,0..1
2170,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PostalAddress/cac:LocationCoordinate,5,cac:LocationCoordinate,LocationCoordinateType,0..n
2180,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation,4,cac:PhysicalLocation,LocationType,0..1
2190,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:ID,5,cbc:ID,Identifier,0..1
2200,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Description,5,cbc:Description,Text,0..n
2210,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Conditions,5,cbc:Conditions,Text,0..n
2220,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentity,5,cbc:CountrySubentity,Text,0..1
2230,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:CountrySubentityCode,5,cbc:CountrySubentityCode,Code,0..1
2240,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:LocationTypeCode,5,cbc:LocationTypeCode,Code,0..1
2250,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:InformationURI,5,cbc:InformationURI,Identifier,0..1
2260,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cbc:Name,5,cbc:Name,Name,0..1
2270,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:ValidityPeriod,5,cac:ValidityPeriod,PeriodType,0..n
2280,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:Address,5,cac:Address,AddressType,0..1
2290,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:SubsidiaryLocation,5,cac:SubsidiaryLocation,LocationType,0..n
2300,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PhysicalLocation/cac:LocationCoordinate,5,cac:LocationCoordinate,LocationCoordinateType,0..n
2310,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme,4,cac:PartyTaxScheme,PartyTaxSchemeType,0..n
2320,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:RegistrationName,5,cbc:RegistrationName,Name,0..1
2330,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:CompanyID,5,cbc:CompanyID,Identifier,0..1
2340,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:TaxLevelCode,5,cbc:TaxLevelCode,Code,0..1
2350,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReasonCode,5,cbc:ExemptionReasonCode,Code,0..1
2360,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cbc:ExemptionReason,5,cbc:ExemptionReason,Text,0..n
2370,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:RegistrationAddress,5,cac:RegistrationAddress,AddressType,0..1
2380,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyTaxScheme/cac:TaxScheme,5,cac:TaxScheme,TaxSchemeType,1..1
2390,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity,4,cac:PartyLegalEntity,PartyLegalEntityType,0..n
2400,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationName,5,cbc:RegistrationName,Name,0..1
2410,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyID,5,cbc:CompanyID,Identifier,0..1
2420,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationDate,5,cbc:RegistrationDate,Date,0..1
2430,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:RegistrationExpirationDate,5,cbc:RegistrationExpirationDate,Date,0..1
2440,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLegalFormCode,5,cbc:CompanyLegalFormCode,Code,0..1
2450,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLegalForm,5,cbc:CompanyLegalForm,Text,0..1
2460,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:SoleProprietorshipIndicator,5,cbc:SoleProprietorshipIndicator,Indicator,0..1
2470,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CompanyLiquidationStatusCode,5,cbc:CompanyLiquidationStatusCode,Code,0..1
2480,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:CorporateStockAmount,5,cbc:CorporateStockAmount,Amount,0..1
2490,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cbc:FullyPaidSharesIndicator,5,cbc:FullyPaidSharesIndicator,Indicator,0..1
2500,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:RegistrationAddress,5,cac:RegistrationAddress,AddressType,0..1
2510,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:CorporateRegistrationScheme,5,cac:CorporateRegistrationScheme,CorporateRegistrationSchemeType,0..1
2520,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PartyLegalEntity/cac:ShareholderParty,5,cac:ShareholderParty,ShareholderPartyType,0..n
2530,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact,4,cac:Contact,ContactType,0..1
2540,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:ID,5,cbc:ID,Identifier,0..1
2550,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Name,5,cbc:Name,Name,0..1
2560,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Telephone,5,cbc:Telephone,Text,0..1
2570,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Telefax,5,cbc:Telefax,Text,0..1
2580,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:ElectronicMail,5,cbc:ElectronicMail,Text,0..1
2590,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cbc:Note,5,cbc:Note,Text,0..n
2600,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Contact/cac:OtherCommunication,5,cac:OtherCommunication,CommunicationType,0..n
2610,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person,4,cac:Person,PersonType,0..n
2620,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:ID,5,cbc:ID,Identifier,0..1
2630,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:FirstName,5,cbc:FirstName,Name,0..1
2640,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:FamilyName,5,cbc:FamilyName,Name,0..1
2650,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:Title,5,cbc:Title,Text,0..1
2660,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:MiddleName,5,cbc:MiddleName,Name,0..1
2670,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:OtherName,5,cbc:OtherName,Name,0..1
2680,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:NameSuffix,5,cbc:NameSuffix,Text,0..1
2690,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:JobTitle,5,cbc:JobTitle,Text,0..1
2700,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:NationalityID,5,cbc:NationalityID,Identifier,0..1
2710,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:GenderCode,5,cbc:GenderCode,Code,0..1
2720,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:BirthDate,5,cbc:BirthDate,Date,0..1
2730,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:BirthplaceName,5,cbc:BirthplaceName,Text,0..1
2740,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cbc:OrganizationDepartment,5,cbc:OrganizationDepartment,Text,0..1
2750,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cac:Contact,5,cac:Contact,ContactType,0..1
2760,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cac:FinancialAccount,5,cac:FinancialAccount,FinancialAccountType,0..1
2770,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:Person/cac:ResidenceAddress,5,cac:ResidenceAddress,AddressType,0..1
2780,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:AgentParty,4,cac:AgentParty,PartyType,0..1
2790,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty,4,cac:ServiceProviderParty,ServiceProviderPartyType,0..n
2800,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ID,5,cbc:ID,Identifier,0..1
2810,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ServiceTypeCode,5,cbc:ServiceTypeCode,Code,0..1
2820,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cbc:ServiceType,5,cbc:ServiceType,Text,0..n
2830,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:ServiceProviderParty/cac:SellerContact,5,cac:SellerContact,ContactType,0..1
2840,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PowerOfAttorney,4,cac:PowerOfAttorney,PowerOfAttorneyType,0..n
2850,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:ID,5,cbc:ID,Identifier,0..1
2860,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:IssueDate,5,cbc:IssueDate,Date,0..1
2870,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:IssueTime,5,cbc:IssueTime,Time,0..1
2880,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:PowerOfAttorney/cbc:Description,5,cbc:Description,Text,0..n
2890,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount,4,cac:FinancialAccount,FinancialAccountType,0..1
2900,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:ID,5,cbc:ID,Identifier,0..1
2910,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:Name,5,cbc:Name,Name,0..1
2920,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AliasName,5,cbc:AliasName,Name,0..1
2930,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AccountTypeCode,5,cbc:AccountTypeCode,Code,0..1
2940,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:AccountFormatCode,5,cbc:AccountFormatCode,Code,0..1
2950,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:CurrencyCode,5,cbc:CurrencyCode,Code,0..1
2960,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cbc:PaymentNote,5,cbc:PaymentNote,Text,0..n
2970,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:FinancialInstitutionBranch,5,cac:FinancialInstitutionBranch,BranchType,0..1
2980,/Invoice/cac:OrderReference/cac:DocumentReference/cac:IssuerParty/cac:FinancialAccount/cac:Country,5,cac:Country,CountryType,0..1
2990,/Invoice/cac:OrderReference/cac:DocumentReference/cac:ResultOfVerification,3,cac:ResultOfVerification,ResultOfVerificationType,0..1
